# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  1
20  0
25  0
30  1
35  0
40  1
45  0
50  1
55  1
60  0
65  0
70  1
75  1
80  1
85  1
90  2
95  1
100  0
105  0
110  0
115  0
120  1
125  0
130  0
135  1
140  0
145  0
150  1
155  1
160  0
165  0
170  0
175  0
