# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  0
15  0
20  0
25  1
30  0
35  1
40  0
45  0
50  1
55  1
60  1
65  1
70  1
75  1
80  0
85  0
90  0
95  0
100  0
105  0
110  1
115  0
120  0
125  1
130  1
135  0
140  1
145  1
150  1
155  1
160  1
165  1
170  1
175  1
