# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  1
20  0
25  0
30  0
35  1
40  1
45  1
50  1
55  2
60  2
65  2
70  3
75  2
80  0
85  1
90  1
95  0
100  0
105  0
110  0
115  0
120  1
125  1
130  1
135  2
140  1
145  2
150  1
155  1
160  1
165  2
170  1
175  1
